date,datetime,sol,year,month,day,day_of_year,weekday,hour,temp_min,temp_max,temp_avg,temp_range,wind_speed_avg,wind_speed_max,wind_speed_std,weather_readings_count,end,look_ahead,activity,solar_longitude_deg,mission_phase,mission_age_factor,phase_progression,activity_word_count,instruction_count,is_multi_part,systems_involved,uses_ida,uses_hp3,uses_seis,uses_apss,uses_camera,uses_wts,complexity_score,seasonal_intensity,orbital_thermal_factor,diurnal_thermal_load,thermal_stress_combined,sol_diff,is_consecutive_sol,primary_instrument,requires_movement,power_intensive,redundancy_active,data_intensity,has_look_ahead,planning_horizon,is_science,is_maintenance,is_deployment,is_recovery,is_thermal,is_communication,primary_activity_type,activity_chain_position,is_recovery_activity,operational_status,criticality,power_status,success_indicator,operational_tempo,sols_since_last_science,sols_since_last_maintenance,sols_since_last_deployment,sols_since_last_recovery,sols_since_last_thermal,sols_since_last_communication,cumulative_ida_usage,cumulative_hp3_usage,cumulative_seis_usage,cumulative_apss_usage,cumulative_camera_usage,cumulative_wts_usage,sols_to_landing,sols_to_deployment_complete,sols_to_primary_mission_end,sols_to_first_extension_end,sols_to_conjunction_1,sols_to_conjunction_2,events_count,has_events
2021-08-01,2021-01-14 05:09,68,2021,9,28,100,5,15,-59.6841526312734,-45.39898783844708,-34.29867327234206,17.58070863465294,9.295684118750016,39.912981098166355,2.720751638326775,14,1,3,activity_172,344.75885093123037,extended_mission,0.068,0.7954619212214673,6,1,0,2,1,0,0,0,0,1,0.3287960461600194,1.7517513545124166,1.393443465376265,0.5912290449278236,0.8261390913784847,4,0,IDA,1,1,1,0.24599260007125423,0,1,1,0,0,0,1,1,science,1,0,nominal,medium,limited,0.5331274647543759,1.0999431868759066,7,23,95,32,5,3,60.86842206035009,39.940165874113355,64.50098154915673,39.54050105297077,81.77956809794189,56.78409605517213,68,32,619,932,232,832,2,1
2021-04-10,2021-05-09 05:28,40,2021,4,27,43,6,17,-71.18057517791945,-48.13516552664327,-34.97489587417453,29.98412330481697,13.407072793235981,39.64932152462133,3.469848250108595,7,1,3,activity_173,161.36156955896084,surface_operations,0.04,0.8227500147651232,42,6,1,3,1,0,0,0,0,0,0.329869378766659,1.3043501914944315,1.4450374653636044,0.3724078304369722,0.50255574898612,3,0,IDA,0,0,0,0.9029010111633711,1,2,1,0,0,0,0,0,maintenance,4,0,degraded,low,limited,0.3141653628479653,1.2859897511970009,4,13,72,7,6,2,36.888252155588916,42.39561794632619,36.053291785164774,79.8495963603913,52.40376698675869,57.209981697162505,40,60,647,960,260,860,0,0
2021-08-10,2021-12-10 12:25,510,2021,2,10,51,3,16,-78.22642914945614,-54.490867939314356,-47.45252006745845,9.163639714845033,10.572596750732385,25.65407478205648,1.8411876425611153,17,1,2,activity_174,37.3428592352979,extended_mission,0.51,0.7391246671365462,27,9,1,5,0,0,1,0,0,0,0.5076982907469675,1.1231886845172327,1.213031456375104,0.7102542987445606,0.8039683738338173,1,0,SEIS,0,0,0,0.780259330920478,0,1,1,0,0,0,0,0,science,0,0,degraded,low,limited,0.9588807372296819,1.3986780272301624,5,3,74,20,17,2,58.2553837041994,7.100678022258855,89.21120156910814,3.0783102237640136,74.8396356209743,75.87941427043128,510,0,177,490,0,390,1,1
2021-07-09,2021-06-19 12:54,797,2021,4,19,318,6,6,-86.34741115946697,-44.87221267675679,-43.04867935461469,5.500588362992663,11.399656380906322,16.708234095015406,0.5397432954023051,6,1,8,activity_175,343.1061967039693,surface_operations,0.797,0.5248167503647412,19,6,1,2,0,0,1,0,0,1,0.40907855451760655,1.0277319456207779,0.6919919502307901,0.6373126377085438,1.1788619216710978,2,1,WTS,1,1,1,0.1273720360333609,1,1,0,0,0,0,1,0,routine,0,0,degraded,low,nominal,0.634012032488107,0.74156932244102,4,5,98,46,6,3,62.584666605061,40.91437879176223,25.40211490955627,85.97287835022325,70.01882592940531,54.773990946913685,797,0,0,203,0,103,3,1
2021-03-27,2021-09-05 04:42,1282,2021,12,20,185,3,3,-44.438229227615345,-22.674565263751255,-52.609118513063905,5.162375399981412,2.1956590734080894,25.055978608110262,0.606995160358488,7,1,0,activity_176,193.15968156388777,extended_mission,1.282,0.7143482754022047,16,2,1,5,0,1,0,0,0,0,0.3739310050865958,1.4284874607268678,1.347569048102495,1.3404264566743183,2.830255913643054,0,1,HP3,0,0,0,0.4195396445267118,0,1,0,0,0,0,0,1,maintenance,3,0,degraded,medium,limited,0.9240177112013246,1.771521796943325,1,26,68,33,6,2,31.86043712826544,89.4749220975798,49.672382609817824,60.001447748063555,18.081847900239502,54.09423600049269,1282,0,0,0,0,0,1,0
2021-01-20,2021-07-11 07:06,1754,2021,12,19,84,3,6,-42.46436250013188,-36.088166691086684,-74.33089615445161,13.82193376260835,2.861213644094154,37.36217871591961,0.9680560442828614,2,1,7,activity_177,77.40812496822645,surface_operations,1.754,0.8467219903967333,28,6,1,2,0,1,0,0,0,1,0.21544909521630928,0.6043497975723964,1.3111060402001593,1.6177758135960236,0.6786284515235559,3,0,WTS,1,1,0,0.13299858707463919,1,2,0,0,0,0,0,1,routine,0,0,nominal,high,limited,0.3673725437985014,1.3838175851789307,6,13,33,34,16,1,55.501852420529104,28.721257112736154,94.01760633010566,76.20716534397258,97.25144821597426,3.7556069740189546,1754,0,0,0,0,0,0,1
2021-12-23,2021-11-18 18:12,900,2021,8,11,52,2,16,-80.2412692479997,-53.38396381994564,-40.02774617074822,10.724679632507794,10.53284527050395,20.804122634056974,3.1082490465272774,12,1,6,activity_178,306.8515257343357,extended_mission,0.9,0.45107607182485965,26,4,0,1,0,1,0,0,0,0,0.7772257818421839,0.2550898934064276,0.7833113353738484,1.0479502596604184,0.6126489547993137,4,0,HP3,0,1,1,0.22687051633149413,0,4,0,0,0,0,0,0,routine,0,0,nominal,low,nominal,0.9638165663012566,0.8372193492652769,8,15,4,36,11,2,21.393378280104724,0.5803768842941093,30.095771555867245,74.89176404785196,79.41627088376096,20.246754209575002,900,0,0,100,0,0,1,1
2021-10-01,2021-10-22 06:59,413,2021,5,17,70,2,9,-60.239990954728114,-33.68464258653874,-72.12399055728865,9.149861516878131,6.019045528231763,23.878276130985007,3.9946590319249453,11,1,8,activity_179,241.79978059540937,surface_operations,0.413,0.25615088517374884,41,6,0,3,0,0,1,0,0,0,0.671911461657001,0.4806222383719043,1.22224857808426,1.3830317150400435,2.166175490134263,3,1,SEIS,0,1,1,0.12857726079687848,1,2,1,1,0,0,0,1,maintenance,0,0,nominal,high,nominal,0.8962857661732533,1.2863868918557533,4,14,2,36,17,0,57.49534932296414,88.99310558900979,65.08788374957773,47.52465265872004,85.46075627333713,47.13681101729975,413,0,274,587,0,487,1,0
2021-01-22,2021-04-15 18:21,1651,2021,2,24,17,3,23,-64.67493994815374,-56.56756913162245,-31.371306450419695,5.967123956429789,15.070078022146161,23.37858393497854,2.158792936242299,18,1,0,activity_180,200.4474183743418,surface_operations,1.651,0.28088327306759975,14,5,0,3,0,0,0,0,1,0,0.5047528695328956,1.1787724206535803,0.6002318781762861,1.6982425788204485,1.4363403811276028,4,0,CAMERA,1,1,1,0.21057919050494334,0,4,0,0,0,0,0,0,routine,2,0,nominal,medium,nominal,0.3559255814539526,1.7832289320439363,1,29,50,23,15,3,15.288711564799817,6.616872172518084,21.59382040201351,12.785381790869554,31.24058976796318,51.43832465110202,1651,0,0,0,0,0,0,1
2021-12-12,2021-02-10 06:59,983,2021,2,12,142,6,15,-41.45114042054265,-32.858743570797415,-74.54668521030459,17.025469495011546,8.288958700709589,8.734985099781905,4.654439761424856,1,1,2,activity_181,309.25667869439616,surface_operations,0.983,0.2559807588429972,24,7,0,3,0,0,0,1,0,0,0.4787590495480014,1.9446598346954256,0.5560801692636709,1.187145238348516,2.6457736012676203,3,1,APSS,0,1,0,0.6616750607175304,0,2,1,0,0,0,0,1,routine,0,0,degraded,high,critical,0.34069365371878,1.8936745290369885,8,19,91,24,10,2,85.87512591908919,40.357039244960134,70.23961425404268,55.706593268391714,85.29561136737487,31.505596931865444,983,0,0,17,0,0,2,0
2021-08-26,2021-11-20 03:27,1300,2021,10,4,326,5,8,-61.94401291061283,-47.990981830093666,-56.989436086305545,22.24721830596009,18.12194899287566,9.575428079854612,3.071137863511207,5,1,4,activity_182,266.45378173113266,surface_operations,1.3,0.614642818934886,13,4,0,1,0,1,0,0,0,0,0.8521233284734228,1.5591451918190231,1.2529428876836373,1.076767968280358,2.7268639796243033,2,0,HP3,0,1,0,0.5912429057506141,0,3,1,0,0,1,0,0,routine,1,1,safe,high,critical,0.7731243220958053,1.990453172739413,3,25,92,21,17,0,25.366945912169648,87.49770586241176,92.40778052942694,67.04155146589565,93.12666274013378,39.78785874773685,1300,0,0,0,0,0,1,0
2021-06-13,2021-12-14 21:29,991,2021,12,20,236,2,5,-61.278575849842774,-32.174391371242564,-33.405764024665686,22.809850711823042,7.36749015169468,29.955987080118383,0.6812517323092454,1,1,7,activity_183,262.1935837777445,surface_operations,0.991,0.023085480551770177,33,1,0,2,0,0,0,1,0,0,0.2189290403528745,1.2718622119982115,0.9493430525018216,0.9334381692537475,1.1314026781738136,1,1,APSS,0,0,0,0.08897553586933837,1,5,0,1,0,0,0,0,maintenance,4,0,safe,medium,limited,0.3343888257242966,1.0021152976990433,5,1,90,48,3,3,36.826278987191316,4.555015596535251,30.022711154138637,53.11094225441555,40.822182258823204,27.384251909925915,991,0,0,9,0,0,4,0
2021-03-15,2021-03-24 19:45,959,2021,8,5,190,2,3,-76.37261760534855,-25.00042019902314,-40.501980067148125,14.054468938953653,14.682490873139374,8.642658474638644,4.052000670532486,3,1,9,activity_184,264.4086189151162,extended_mission,0.959,0.6557773017841801,20,1,1,3,0,0,0,1,0,0,0.49026032821150656,1.2251213648199581,1.3766052783705984,1.6923251934713917,1.822013045391916,4,0,APSS,1,1,0,0.20480152493916692,0,5,0,0,0,0,0,1,routine,4,0,safe,medium,nominal,0.8848748508877167,1.0987124916409272,9,13,5,0,1,2,32.397610656153894,67.88782323905966,56.31980924481612,16.222957109649695,30.99299092291664,89.99832768786541,959,0,0,41,0,0,1,0
2021-02-19,2021-05-11 14:28,1786,2021,2,13,196,0,3,-77.39024192860408,-47.009975641311925,-37.43406783390268,24.04513137387381,6.581917606295191,23.688479142722684,0.7775613331389295,19,1,9,activity_185,132.4196007555443,surface_operations,1.786,0.6224855387062297,16,4,0,3,0,0,0,1,0,1,0.9792739491636347,1.3558324643556687,0.5307865688607466,1.3857041649457849,2.763671730343539,4,0,WTS,1,1,1,0.32583001993739447,0,6,0,0,0,0,0,0,maintenance,0,0,degraded,medium,limited,0.4074197824757134,0.8101199686103587,4,7,0,27,5,3,73.95102331570648,78.36383021478366,30.183912024751546,51.24332325693152,62.09650962771923,81.94807217006219,1786,0,0,0,0,0,0,1
2021-05-18,2021-08-03 16:49,850,2021,10,26,343,5,7,-76.44248194113902,-48.13154765885261,-37.111123856717796,5.259093058679428,12.72941417100194,18.78596222295659,1.8427123110266104,1,0,2,activity_186,20.48453297914376,surface_operations,0.85,0.5102159340784042,35,6,1,3,1,0,0,0,0,1,0.1173865631809064,1.1036227239195509,1.0883077693805907,0.8150300796240779,2.170913066476083,4,0,WTS,1,0,0,0.35114369055681205,1,6,1,0,0,0,0,0,maintenance,0,0,safe,high,nominal,0.927926961375479,1.852612514060963,6,29,20,0,7,4,3.404450620026467,82.10722230570188,54.58594010197623,33.81435382241962,25.08923763538512,59.37974594154256,850,0,0,150,0,50,3,0
2021-02-14,2021-02-19 13:19,1101,2021,6,8,288,1,6,-59.243670872484415,-58.10405688275344,-47.42750766262094,10.639498604027377,18.093121248176594,21.628243397057666,1.5077229498936304,18,0,8,activity_187,275.5974074757537,surface_operations,1.101,0.1318366178035142,45,6,0,2,0,0,0,0,0,1,0.48956599611610385,0.5558076863736842,1.0484835857491244,0.47408018907685334,0.5577671319687006,3,0,WTS,1,0,1,0.9876711272334922,1,5,1,0,0,0,0,0,routine,4,0,degraded,high,nominal,0.8457260497797254,1.4031527451910246,4,26,80,39,1,0,57.90725276859945,23.190112176891486,4.669781788511306,94.51885797595445,31.37352588446539,44.25890233244587,1101,0,0,0,0,0,2,0
2021-08-12,2021-06-16 11:10,1102,2021,4,19,129,2,2,-68.10346180763146,-26.30087847193741,-48.151136757281925,23.111459425233477,3.7053604430517506,38.7518218873852,2.3183623827198923,8,1,6,activity_188,143.4757371715377,surface_operations,1.102,0.782034269884919,43,8,1,2,1,0,0,0,0,1,0.7922681109963352,0.9719378503519494,1.2584557473091267,0.8577044869118036,1.1102364312315058,0,1,WTS,1,0,0,0.13905912579392954,1,2,0,0,0,0,1,0,maintenance,1,0,degraded,low,limited,0.3946594956686147,0.9090155785917222,2,28,11,17,11,1,42.54311942563456,75.5494657014215,60.50714851807668,68.86292899005433,28.232635073194245,48.14353459576055,1102,0,0,0,0,0,3,0
2021-09-07,2021-08-08 17:40,1508,2021,6,27,143,4,4,-65.5646915804199,-24.401451794510088,-36.95982498721138,12.423627398839301,15.82976764689515,8.48218267818304,4.202437709603165,1,0,7,activity_189,196.3757333005063,surface_operations,1.508,0.9255443258622235,47,3,1,4,0,0,1,0,0,1,0.5772227737296185,1.4673542035562037,0.7601159830153992,1.7128574592574937,1.8252212422860599,1,0,WTS,0,1,0,0.5893763726481173,0,4,1,0,0,0,0,0,science,4,0,degraded,low,critical,0.39142753202529273,1.9444309303629947,0,21,63,14,1,3,90.07258101239835,9.887302887630279,11.71072315052778,29.934677648467733,95.97749817663185,63.306860986510706,1508,0,0,0,0,0,2,0
2021-01-20,2021-07-28 08:27,1223,2021,10,17,117,6,12,-55.68138836136783,-51.50517378790009,-36.40855459069193,6.464772192753386,4.309639655711493,39.9496086969774,2.4488424616405666,13,1,3,activity_190,201.94433981897262,extended_mission,1.223,0.6098687349855377,11,6,0,4,1,0,0,0,0,0,0.20364752071407302,0.9520608492227005,0.7630515140119373,0.40650161925808537,1.8555109717982874,3,0,IDA,1,1,0,0.40090272257912607,0,4,0,0,0,0,0,0,science,1,0,nominal,low,critical,0.9777107163592613,1.6983099667760373,9,8,75,29,18,0,11.163744532118535,45.860487967234185,69.69932340708007,99.75482216812411,32.390531656320185,51.408687487927374,1223,0,0,0,0,0,1,1
2021-10-04,2021-07-13 15:47,1590,2021,2,18,193,1,7,-77.37787684860162,-36.93936838045449,-31.627071678276323,10.00166844043915,1.9050490980865042,9.179022472670976,4.023944043125675,19,1,9,activity_191,336.886862722363,extended_mission,1.59,0.6453308128295218,43,4,1,2,1,0,0,0,1,0,0.5068257161182169,0.38354306413326233,0.5730586460327814,0.9933828642661506,1.253991518614809,0,1,IDA,0,0,1,0.5482037727921516,0,1,0,0,0,0,0,1,science,3,0,degraded,high,nominal,0.6953689467603276,1.791395723868044,4,19,71,31,14,4,41.40686194404425,25.369682999581077,86.97685680139259,43.20247996337416,80.83646901768167,26.34036119558445,1590,0,0,0,0,0,2,0
2021-10-07,2021-07-05 02:49,492,2021,4,14,63,4,3,-63.72251649248852,-38.86591509795056,-31.733964342704546,13.022034975916084,9.590822502124567,33.409975920229186,3.9151051199916336,11,1,9,activity_192,180.5867312123139,surface_operations,0.492,0.7007045761873683,10,7,0,1,0,0,0,0,1,1,0.9549595083989837,1.6501464654948528,0.8775454229955572,1.4830296438471362,1.3786041836767087,2,1,CAMERA,0,0,1,0.8555111753865077,1,5,1,0,0,0,0,0,maintenance,0,0,safe,medium,critical,0.5249589690186092,0.556231935304489,1,22,39,32,3,1,11.555669883633879,7.136701388938005,76.05581155199229,48.556620228342915,34.289209134897966,41.83689101320071,492,0,195,508,0,408,1,1
2021-07-07,2021-10-04 17:58,1488,2021,9,10,339,5,12,-86.3018406364522,-53.00012684997664,-34.9637823602598,20.21718819707002,19.005681003409713,39.95625120369609,2.173370518998925,15,1,4,activity_193,8.704095751501274,extended_mission,1.488,0.6296412342324573,45,6,0,4,0,1,1,0,0,0,0.8497512471377923,1.4386049772698999,0.5211638139820383,0.8050585033463002,0.8611892414865134,0,0,SEIS,0,1,1,0.41605090513676934,1,3,1,0,0,0,1,1,science,2,0,degraded,low,nominal,0.4149687470562081,0.8551970518941783,8,29,83,20,5,1,75.60716102217614,9.811887390051243,44.69157878569433,73.40043505996046,17.32183811869006,28.5664988846723,1488,0,0,0,0,0,1,1
2021-07-01,2021-02-02 03:34,649,2021,1,28,270,1,15,-70.80303884813705,-49.25090122140837,-45.65730558024188,8.366479034611423,10.372300632706681,31.882589503371698,1.2393409277861254,3,1,9,activity_194,358.82415730597734,extended_mission,0.649,0.5694326830948546,31,1,1,3,0,0,0,1,1,0,0.739130533836853,0.5759066368135709,0.8067727513528323,1.0128412005026104,1.6233782918238655,3,0,CAMERA,1,1,0,0.8333913141046041,0,6,0,0,0,0,0,1,routine,2,0,safe,low,nominal,0.5173519267846383,1.991646503814145,7,16,20,21,14,1,6.056284341263352,88.68206673435218,71.52214760582008,3.6684005394542307,42.932004285417655,75.4471475002237,649,0,38,351,0,251,0,0
2021-11-15,2021-12-17 10:04,713,2021,10,14,34,2,7,-46.5518113575853,-52.18906667011357,-73.08845550156896,9.002403441436115,7.682298224875385,12.674299555740303,1.873641330951994,17,1,8,activity_195,254.4061304538445,surface_operations,0.713,0.870810424775618,37,4,1,4,1,0,0,1,0,0,0.48073256117396646,1.7232976184053255,1.1702016293406263,1.3991532524998536,1.9684360003145223,0,1,IDA,1,0,0,0.4767952239003832,1,5,0,1,0,0,0,0,science,0,0,degraded,high,limited,0.9952195527188328,1.9922195439556583,2,26,28,35,2,3,96.69513923338477,30.01921843056644,75.64454763675317,43.4065261197629,55.84727916161349,81.64538556005581,713,0,0,287,0,187,4,1
2021-07-26,2021-02-10 17:45,1785,2021,10,7,350,1,6,-60.5655512831992,-28.864175425871537,-70.80023458785782,9.316435027439745,0.24581322311341802,25.77784028063836,4.49030476375657,15,0,7,activity_196,315.89251052717975,surface_operations,1.785,0.9030010851514962,39,6,1,1,0,0,1,0,1,0,0.9761738966535266,0.718287946708547,1.3893047238282183,1.6211228656112842,2.394144041507431,1,0,CAMERA,1,1,1,0.35679625565493456,1,6,1,0,0,0,0,0,science,4,0,nominal,low,limited,0.8663722517761323,1.9076930796870033,7,23,90,3,1,4,62.96726518598873,98.69137142182123,39.804317410409574,33.19062848974967,62.44249271843925,82.5608672507594,1785,0,0,0,0,0,3,0
2021-02-27,2021-05-24 14:34,897,2021,9,23,137,0,20,-75.20933186243201,-57.318876838499094,-34.69263713633993,22.29546465312627,2.4323631363929876,7.276608520799922,4.8869264004405935,13,0,9,activity_197,201.7367496492366,surface_operations,0.897,0.9573168512905521,23,4,1,5,1,0,0,0,0,0,0.19170158140305632,0.9465758462831586,1.3565719023593357,1.3827963598425008,2.709730593852762,1,1,IDA,1,0,0,0.04800230263012928,0,4,0,0,0,0,0,0,routine,1,0,degraded,low,limited,0.4616582514545136,0.6476563235014862,3,29,93,12,9,0,32.35299141781389,85.66530158063121,59.3613216569384,51.800233639658444,74.33791649756158,81.55831402352884,897,0,0,103,0,3,4,1
2021-12-08,2021-05-22 17:47,475,2021,11,16,110,2,20,-48.388710824804726,-26.14604880534307,-44.469140291527765,28.850395102979675,10.220095270891738,36.98351794176744,4.855154616461854,5,0,6,activity_198,98.0807187991794,surface_operations,0.475,0.19621565117029527,25,8,1,4,0,0,1,0,1,1,0.19002850396043836,0.6639321103607335,1.2517989445187085,0.4424799674659682,1.3019110350542504,0,1,CAMERA,0,0,0,0.8606044903497095,1,1,0,0,0,1,0,0,science,3,1,nominal,low,nominal,0.7644898436909926,0.7270414270879153,3,26,7,20,5,2,17.522429236611526,77.47216226093417,94.67911722816206,10.044041786196601,15.559032438500786,96.00126572527186,475,0,212,525,0,425,4,1
2021-05-19,2021-11-01 21:14,1264,2021,10,18,48,0,0,-58.78547996083651,-57.092707376407404,-37.34801757374423,9.363647087587413,1.4162940277152902,19.00766834385839,3.0961496236983956,12,0,5,activity_199,313.1324516930123,surface_operations,1.264,0.6676739510082869,6,6,0,2,0,0,0,0,0,1,0.5521586750591821,0.8096232880226557,1.2570118677473603,1.1158405447389617,2.6921194353852798,2,1,WTS,1,0,1,0.5572190449300439,1,2,0,0,0,0,1,0,science,2,0,safe,medium,critical,0.7272883025323997,1.5960080183598138,0,15,2,9,14,1,52.318306751821595,89.91452884450165,72.66080211812749,50.974245004262066,40.35894707651476,40.43746995708203,1264,0,0,0,0,0,3,1
2021-06-19,2021-07-19 08:34,411,2021,7,12,116,5,17,-67.93770617844113,-33.155500065022565,-73.54310802265164,19.65596680074736,11.075531251984964,17.132415118711748,1.4068135644084878,3,0,2,activity_200,24.575711707980354,surface_operations,0.411,0.5661859843173752,14,5,1,5,0,0,0,0,0,1,0.3457259161082734,0.6401134952199654,0.6370596835365813,1.5736063123552382,2.0411983963531113,2,0,WTS,0,0,1,0.8999514039064263,1,5,0,0,0,0,0,1,maintenance,3,0,degraded,low,limited,0.85806770251596,0.9526688347044148,1,3,61,0,18,4,96.82280509617436,95.41556694437,77.3276222666815,93.24054961466182,70.70960761611116,89.55831899911814,411,0,276,589,0,489,1,0
2021-02-22,2021-04-25 09:01,1354,2021,8,1,123,5,10,-78.51196625722369,-58.57579093933965,-38.796033191559424,20.387713881626077,2.017640561069194,25.55753721766133,2.534822084127624,1,0,4,activity_201,74.48504214632607,surface_operations,1.354,0.028264701049977692,12,1,0,1,0,0,1,0,0,0,0.48100279821974357,1.8619083482656604,0.5729170119270054,1.5048886075184278,1.0380818302643318,3,0,SEIS,1,0,0,0.3916947755108394,1,2,0,0,0,0,0,0,maintenance,1,0,nominal,high,critical,0.47256490708755783,1.704641863820953,3,12,15,15,4,3,55.340002683341496,36.22929983164862,36.50512775418054,87.94173102643961,3.92435760405464,98.7982644420261,1354,0,0,0,0,0,1,0
2021-04-09,2021-07-05 06:56,589,2021,10,6,177,5,16,-41.72999415129705,-25.91956602046495,-33.90669281590123,26.180404194000374,9.590611054425777,37.34286769317672,4.862627691922348,8,0,4,activity_202,221.05569851012288,extended_mission,0.589,0.9754382898535706,21,7,0,5,1,0,0,1,0,0,0.9404362151265538,1.8091140689945846,1.2762816640182928,1.377409248242741,1.161917934361886,1,0,APSS,0,0,1,0.6350245661416096,0,6,1,0,0,0,0,1,maintenance,1,0,safe,medium,nominal,0.684935870989013,0.9964443565376725,8,5,81,0,2,0,48.549589116587256,33.54766105608697,8.235299033675814,55.02955231831296,27.126858648317675,61.49341779171474,589,0,98,411,0,311,0,0
2021-08-06,2021-01-07 00:50,100,2021,8,25,195,0,0,-51.19302981542389,-38.59705000883142,-39.11299600291423,19.89518830974924,6.290921952067152,24.638853806894026,2.9007886376053107,12,0,0,activity_203,32.61072871659663,surface_operations,0.1,0.24208866628550496,39,7,1,4,0,0,0,0,1,0,0.5018301169147732,0.32331362121479434,0.6686036613825423,1.4869466186759184,2.120932689295153,1,1,CAMERA,0,0,0,0.7071375179356865,0,6,0,1,0,0,1,1,maintenance,0,0,safe,low,critical,0.9614756462902965,1.4696458669880048,1,14,34,35,19,3,29.18231875739673,76.51115104398498,76.40126256657207,29.244546099739587,8.13903166329829,1.1432676672204045,100,0,587,900,200,800,2,1
2021-12-02,2021-11-20 08:31,634,2021,4,5,309,1,7,-48.99231706571761,-24.808077707523218,-36.42598495539597,14.376359672138404,9.239990147284162,5.433591266631454,2.2972790661959785,10,0,6,activity_204,225.2401850273735,surface_operations,0.634,0.8939876737572474,12,5,1,4,0,0,0,0,1,0,0.34533485774198686,1.2409537330470446,1.2006138184075388,1.2819480388756428,0.622645918521608,0,1,CAMERA,0,1,1,0.956563928561169,0,3,0,0,0,1,0,0,science,1,1,safe,high,critical,0.9812961061433856,1.0249962842864275,6,18,64,32,17,0,15.591850966282706,78.99482697670385,6.423524805742087,19.405388024560498,65.61497145031655,85.49256565110713,634,0,53,366,0,266,0,1
2021-09-13,2021-08-27 20:04,866,2021,3,21,336,0,19,-54.265627528252296,-38.90803467484824,-34.460944751928935,12.823640433708961,11.483239992191658,22.526434615934512,2.703024078024226,17,1,0,activity_205,292.1569222805038,surface_operations,0.866,0.4513360327392887,24,8,0,2,0,0,0,1,0,0,0.9646640550095242,0.4159211739467455,1.2379100536649892,0.49254091934279676,1.4546119973085392,3,0,APSS,1,0,0,0.5355258826955995,1,5,0,0,0,0,0,0,science,2,0,safe,low,critical,0.48815796731688427,1.9980477227619302,2,18,41,4,18,2,12.039996668128794,12.278990190422334,56.53026914604504,27.009575228364557,39.23991022411144,40.07484476475779,866,0,0,134,0,34,0,0
2021-11-24,2021-08-07 17:20,1323,2021,4,21,266,0,14,-74.08513070833322,-45.27914122243097,-58.098500669553424,29.483750608097317,6.078017539449365,14.282962338251743,1.0822141898039355,4,0,0,activity_206,96.2440963771872,surface_operations,1.323,0.12113857384890148,30,1,0,4,0,1,0,0,0,0,0.13827217016718338,0.9555445548527706,0.9610489672188355,1.4866082152171687,1.6697890798638606,3,0,HP3,1,1,0,0.1496734645836011,1,1,0,0,0,0,0,0,routine,1,0,degraded,high,nominal,0.4205528255449229,1.643346184463254,7,21,34,6,5,1,21.766587606593824,13.669507448903628,55.13305496923012,60.54003719533442,70.55026606631372,68.0213370933668,1323,0,0,0,0,0,4,0
2021-07-02,2021-03-26 04:01,786,2021,3,24,212,5,1,-85.30181022948086,-35.15703646118265,-33.75181731099094,12.47825739078111,12.532501897528245,33.74653076225852,2.8031287884738085,11,0,6,activity_207,76.15030531082893,extended_mission,0.786,0.18680789819049848,6,6,1,3,1,0,0,0,0,0,0.9608940178562858,0.5626036669624289,1.363957028115023,0.782028458722838,2.973912020594517,0,0,IDA,0,0,0,0.9888376327800935,0,5,0,1,0,0,0,1,maintenance,4,0,safe,high,nominal,0.33817776247260545,1.76331512031539,2,26,4,35,12,1,82.84997121442692,98.05579409092934,32.42575870163631,23.57531800047834,33.08668970457281,95.46497959887353,786,0,0,214,0,114,4,1
2021-05-25,2021-08-20 22:07,219,2021,12,9,115,6,19,-59.34390131292201,-38.7598748102815,-44.26660115900908,20.934771259332486,17.626497789299034,25.510573211740383,4.003706114152504,1,0,2,activity_208,36.31996875810921,extended_mission,0.219,0.6668666361205591,34,6,0,1,0,0,0,0,0,1,0.623357478661665,0.4343408285614443,1.4673191722305912,1.5171112540509843,0.7743095031178002,2,1,WTS,0,0,0,0.3693209442116756,0,3,0,0,0,1,0,0,routine,1,1,nominal,high,nominal,0.3598267610412369,1.0719659599281168,3,21,2,31,4,2,94.79170789344971,71.68372067339025,88.1466764879556,63.869909488317255,38.765990055879904,42.57616149303052,219,0,468,781,81,681,1,1
2021-04-27,2021-11-03 23:29,1081,2021,8,22,345,3,9,-40.681854915155945,-39.11906329342605,-37.811328201800315,19.41099646606969,17.48173425054874,30.235736375596304,3.3929780674606382,9,1,7,activity_209,311.84410422921206,surface_operations,1.081,0.41965384267101047,40,6,0,1,0,0,0,0,0,1,0.5311213584482565,1.2787248479962543,0.5788490305706254,0.7303553233681533,1.3050805149387177,4,1,WTS,1,0,1,0.16485674094655012,1,1,0,0,0,0,0,1,science,4,0,nominal,low,limited,0.9839271275315093,0.9092340033203034,0,12,20,23,17,1,24.470184514965855,85.5308368184012,58.295294936452024,6.952154025319546,4.768314424976328,6.112287532576688,1081,0,0,0,0,0,3,0
